,0
cons05.resp,2.926083413779015e-07
cons05.cvs,0.12433793075552944
cons05.cns,0.08430492737089995
cons05.ren,0.035306809936765826
cons05.hep,0.1937714193091037
cons05.hem,0.02815030521355137
niv,0.0006923153769824919
iv,3.728643009820672e-05
hfnc,0.6783853608477362
ecls,1.0
inotrope,0.8042704357450996
crrt,0.19896516549490378
sex,0.7706829124793755
ccc.neuro,1.0
ccc.cardio,0.017551183365317448
ccc.pulmo,0.06353129619452201
ccc.uro,0.3707805659847495
ccc.gastro,0.028709849980769118
ccc.haemimmuno,1.0
ccc.metabol,1.0
ccc.malform,0.05001088703600401
ccc.onco,0.0008957949163316752
ccc.neo,1.0876502168358773e-07
ccc.surg,0.0015099801822507726
ccc.techdep,0.5947640823362992
ccc.transplant,1.0
abx.change.pen,0.43159537221238453
abx.change.oxa,0.790399814708197
abx.change.pip,1.0
abx.change.cla,0.000503302888945789
abx.change.cxm,0.36090497216069883
abx.change.cro,0.8161703443242242
abx.change.fep,0.36090497216069883
abx.change.mem,0.3922013149568577
abx.change.amk,0.7132032365359002
abx.change.van,0.011072236448011951
abx.change.cip,1.0
abx.change.lzd,0.16853932584269662
abx.change.cli,0.594070185217012
abx.change.mtz,1.0
abx.change.sxt,1.0
focus_abdominal,0.39564938983453135
focus_clabsi,0.03765172952329955
focus_cns,0.3922013149568577
focus_earnosethroat,0.36090497216069883
focus_endocarditis,1.0
focus_osteoarticular,0.09521135668701881
focus_other,1.0
focus_pneumonia,0.016540765607132156
focus_primbsi,0.014602896910663682
focus_skin,0.14472626428247654
focus_toxic_shock,1.0
focus_uti,0.8277533797694108
focus_wound,0.6512491256692636
patho_candida,1.0
patho_cons,0.01926872262365827
patho_ecoli,0.3775425111731976
patho_enterococcus,0.6512491256692636
patho_hinfluenzae,1.0
patho_klebsiella,0.035306809936765826
patho_nmeningitidis,1.0
patho_othergneg,0.8042704357450996
patho_othergpos,0.5947640823362992
patho_paeruginosa,0.69889465929923
patho_sagalactiae,0.442375880319949
patho_saureus,1.0
patho_spneumoniae,0.003948706933903163
patho_spyogenes,0.08852237607298051
patho_viridansgroup,0.4820112436759514
cahai_ca,6.649129000728526e-13
cahai_eos,0.00034313476296118196
cahai_hai,0.5821591555199654
cahai_los.ca,0.17235365458353882
cahai_los.hai,7.078469931340334e-07
cate_comorbidity,0.14638936420781762
cate_healthy,2.306310938028429e-09
cate_neonate,3.789074386751259e-12
eth_african,0.7132032365359002
eth_asian,0.22268522537115842
eth_caucasian,0.6724309940801145
eth_jewish,0.16853932584269662
eth_mixed,0.20183300168583135
