,0
cons05.resp,0.002596361729119397
cons05.cvs,0.37741056426418484
cons05.cns,0.009522951404890677
cons05.ren,0.13507750384232878
cons05.hep,6.619350408632268e-06
cons05.hem,5.1366766501258444e-18
niv,0.19132771790079062
iv,0.002752695598445332
hfnc,0.6937431029329699
ecls,1.0
inotrope,0.03865530791178906
crrt,0.5875366985300008
sex,0.6845019845144856
ccc.neuro,0.7009790577168014
ccc.cardio,0.016295543162399687
ccc.pulmo,0.010874363458432896
ccc.uro,1.0
ccc.gastro,1.0
ccc.haemimmuno,0.6045960872026978
ccc.metabol,0.49122238814551616
ccc.malform,0.4788494089470275
ccc.onco,7.501489831984127e-29
ccc.neo,0.0013638830044933247
ccc.surg,0.02400982525296866
ccc.techdep,0.6045960872026978
ccc.transplant,0.2644404457118346
abx.change.pen,0.1441550366958795
abx.change.oxa,0.3187453914058226
abx.change.pip,1.0
abx.change.cla,0.5411190608414446
abx.change.cxm,0.6642668149562749
abx.change.cro,0.002230548084334816
abx.change.fep,0.20368285172441417
abx.change.mem,0.17106981333280868
abx.change.amk,0.7443166061417207
abx.change.van,0.817652929326828
abx.change.cip,0.10426476786182429
abx.change.lzd,1.0
abx.change.cli,1.0
abx.change.mtz,1.0
abx.change.sxt,1.0
focus_abdominal,0.5970961712026663
focus_clabsi,0.0026583222924228956
focus_cns,0.4104666336211761
focus_earnosethroat,0.6935235639386566
focus_endocarditis,0.36630361322996857
focus_osteoarticular,0.03752281631700676
focus_other,0.11984334911833035
focus_pneumonia,0.3878421758827797
focus_primbsi,0.7092698089534948
focus_skin,1.0
focus_toxic_shock,1.0
focus_uti,0.1597082951093648
focus_wound,0.6935235639386566
patho_candida,1.0
patho_cons,0.13757717420337562
patho_ecoli,0.0028714560856368085
patho_enterococcus,0.21366491874401783
patho_hinfluenzae,1.0
patho_klebsiella,1.0
patho_nmeningitidis,0.5872452050307286
patho_othergneg,0.004812036524582303
patho_othergpos,0.35260097989911365
patho_paeruginosa,0.2698238430815492
patho_sagalactiae,1.0
patho_saureus,0.018935388131751163
patho_spneumoniae,0.41622432353173927
patho_spyogenes,0.2129106480981846
patho_viridansgroup,0.0903772594958484
cahai_ca,0.0021992206168250754
cahai_eos,0.42862103222974984
cahai_hai,0.12070533016279203
cahai_los.ca,0.7990686059879033
cahai_los.hai,0.004306124958815993
cate_comorbidity,8.832431624489467e-10
cate_healthy,2.7792149753005605e-06
cate_neonate,0.03983179637668313
eth_african,0.7443166061417207
eth_asian,0.7009790577168014
eth_caucasian,0.43626790274760885
eth_jewish,1.0
eth_mixed,1.0
