,0
cons05.resp,0.011859190089950204
cons05.cvs,0.23976215130262057
cons05.cns,0.6643608623164496
cons05.ren,0.07755435303471886
cons05.hep,0.4983486071843129
cons05.hem,0.015534815562698624
niv,0.0640418669962393
iv,0.22538419149193717
hfnc,0.26062132966126167
ecls,0.24022346368715083
inotrope,0.8317989267077132
crrt,1.0
sex,0.5232782943914603
ccc.neuro,0.4715212650986035
ccc.cardio,2.6130848868349092e-05
ccc.pulmo,0.03399971574758613
ccc.uro,0.0033722498801020957
ccc.gastro,0.008400423851615917
ccc.haemimmuno,0.3423576516078064
ccc.metabol,0.5625779029206309
ccc.malform,0.0438475587823454
ccc.onco,4.4472026227934524e-07
ccc.neo,0.0002556788459766429
ccc.surg,8.50031013440826e-06
ccc.techdep,0.3423576516078064
ccc.transplant,0.34294446354999203
abx.change.pen,0.003624184443423284
abx.change.oxa,0.15705303796661335
abx.change.pip,1.0
abx.change.cla,0.3812130187968632
abx.change.cxm,1.0
abx.change.cro,0.1538521143009664
abx.change.fep,1.0
abx.change.mem,0.003326732666129614
abx.change.amk,0.026533862668478105
abx.change.van,0.015155348908010804
abx.change.cip,1.0
abx.change.lzd,1.0
abx.change.cli,0.012853078499181615
abx.change.mtz,1.0
abx.change.sxt,1.0
focus_abdominal,0.013623442443969961
focus_clabsi,3.333504100613043e-14
focus_cns,0.07033833018870286
focus_earnosethroat,0.22690853407744244
focus_endocarditis,0.20659924900879506
focus_osteoarticular,1.2073901643435794e-09
focus_other,0.7083869982890814
focus_pneumonia,6.356885616427397e-13
focus_primbsi,0.05515611362088534
focus_skin,0.0075927298463252905
focus_toxic_shock,0.05719606278265495
focus_uti,8.562584770014633e-05
focus_wound,0.12134620879233252
patho_candida,0.3423576516078064
patho_cons,2.5389202671530312e-05
patho_ecoli,2.2611950390894105e-10
patho_enterococcus,0.12134620879233252
patho_hinfluenzae,0.012853078499181615
patho_klebsiella,0.07755435303471886
patho_nmeningitidis,0.04451680265511214
patho_othergneg,0.0001335159842036132
patho_othergpos,0.2034461807283987
patho_paeruginosa,0.3070663048483411
patho_sagalactiae,0.6446748223953871
patho_saureus,0.011046828431342623
patho_spneumoniae,4.570294801514587e-15
patho_spyogenes,1.6652710116733184e-08
patho_viridansgroup,0.026571574770824467
cahai_ca,2.9832972597481948e-21
cahai_eos,0.021413177716298696
cahai_hai,1.6297413898598795e-07
cahai_los.ca,0.05407569798765352
cahai_los.hai,4.55676362811205e-07
cate_comorbidity,6.210835367252314e-19
cate_healthy,4.465957637927042e-44
cate_neonate,1.229068776558052e-10
eth_african,0.026533862668478105
eth_asian,0.4715212650986035
eth_caucasian,0.008834864645372826
eth_jewish,1.0
eth_mixed,0.26152713505315894
