,0
cate_neonate,0.2203265468935895
eth_asian,1.0
eth_mixed,0.4637105662619342
eth_caucasian,0.5809292204104033
eth_african,1.0
eth_jewish,
sex,1.0
ccc.neuro,1.0
ccc.cardio,0.02487072623282038
ccc.pulmo,0.02487072623282038
ccc.uro,0.08862141478915378
ccc.gastro,0.21680059594294643
ccc.haemimmuno,0.45045045045045046
ccc.metabol,1.0
ccc.malform,0.3252218022860225
ccc.onco,2.7716847351666416e-07
ccc.neo,0.24507202235611208
ccc.surg,0.27945889587122963
ccc.techdep,0.0157861484779864
ccc.transplant,1.0
cate_comorbidity,0.006984849797120704
cate_healthy,0.02487072623282038
cons05.resp,1.5925574839435235e-19
cons05.cvs,0.00012857756480366835
cons05.cns,8.07651615929239e-06
cons05.ren,0.04432644893123847
cons05.hep,0.7774062117277685
cons05.hem,0.43575401519484525
niv,0.3699048967726132
iv,1.1203665111408624e-20
hfnc,0.3252218022860225
ecls,0.45045045045045046
inotrope,3.5414118018732618e-06
crrt,0.038453799921689825
focus_abdominal,0.04432644893123847
focus_clabsi,0.022358626856160295
focus_cns,0.6884592549968784
focus_earnosethroat,0.45045045045045046
focus_endocarditis,0.038453799921689825
focus_osteoarticular,1.0
focus_other,0.17256082050731797
focus_pneumonia,0.24023000812363723
focus_primbsi,0.34143231793355194
focus_skin,1.0
focus_toxic_shock,1.0
focus_uti,1.0
focus_wound,0.0157861484779864
cahai_ca,0.052387793513083654
cahai_eos,0.24023000812363723
cahai_hai,0.4037554572499776
cahai_los.ca,1.0
cahai_los.hai,0.6540672463730697
patho_candida,0.08836192322430853
patho_cons,1.0
patho_ecoli,0.00029173836631978564
patho_enterococcus,0.587494082906927
patho_hinfluenzae,0.08836192322430853
patho_klebsiella,0.08836192322430853
patho_nmeningitidis,0.20065520065520062
patho_othergneg,0.5390960281483184
patho_othergpos,0.6256890752303597
patho_paeruginosa,0.6256890752303597
patho_sagalactiae,1.0
patho_saureus,0.7876416649276531
patho_spneumoniae,0.17256082050731797
patho_spyogenes,0.587494082906927
patho_viridansgroup,0.5004095004095004
abx.change.pen,0.08054318036965566
abx.change.oxa,0.040799719755900625
abx.change.pip,0.45045045045045046
abx.change.cla,0.4637105662619342
abx.change.cxm,1.0
abx.change.cro,0.4086384957290653
abx.change.fep,1.0
abx.change.mem,0.21922602471141023
abx.change.amk,0.6884592549968784
abx.change.van,0.05165800658468464
abx.change.cip,1.0
abx.change.lzd,0.45045045045045046
abx.change.cli,
abx.change.mtz,1.0
abx.change.sxt,
